function1_name,function2_name,file_name_function1,file_name_function2,parameter_passed,level_of_abstraction_function1,level_of_abstraction_function2,mapping_type,code_function1,code_function2
addPin,vbutton.getVisibility,AccessControl3Activity.java,unknown,[],High-level (Application),Unknown,Direct,"addPin(View view) {
        SharedPreferences spref = PreferenceManager.getDefaultSharedPreferences(this);
        SharedPreferences.Editor spedit = spref.edit();
        EditText pinTxt = (EditText) findViewById(R.id.aci3Pin);
        String pin = pinTxt.getText().toString();

        if (pin == null || pin.isEmpty()) {
            Toast.makeText(this, ""Please Enter a valid pin!"", Toast.LENGTH_SHORT).show();
        }",
addPin,vbutton.setVisibility,AccessControl3Activity.java,unknown,[],High-level (Application),Unknown,Direct,"addPin(View view) {
        SharedPreferences spref = PreferenceManager.getDefaultSharedPreferences(this);
        SharedPreferences.Editor spedit = spref.edit();
        EditText pinTxt = (EditText) findViewById(R.id.aci3Pin);
        String pin = pinTxt.getText().toString();

        if (pin == null || pin.isEmpty()) {
            Toast.makeText(this, ""Please Enter a valid pin!"", Toast.LENGTH_SHORT).show();
        }",
addPin,Toast.makeText,AccessControl3Activity.java,unknown,[],High-level (Application),Unknown,Direct,"addPin(View view) {
        SharedPreferences spref = PreferenceManager.getDefaultSharedPreferences(this);
        SharedPreferences.Editor spedit = spref.edit();
        EditText pinTxt = (EditText) findViewById(R.id.aci3Pin);
        String pin = pinTxt.getText().toString();

        if (pin == null || pin.isEmpty()) {
            Toast.makeText(this, ""Please Enter a valid pin!"", Toast.LENGTH_SHORT).show();
        }",
addPin,show,AccessControl3Activity.java,unknown,"[[], []]",High-level (Application),Unknown,Direct,"addPin(View view) {
        SharedPreferences spref = PreferenceManager.getDefaultSharedPreferences(this);
        SharedPreferences.Editor spedit = spref.edit();
        EditText pinTxt = (EditText) findViewById(R.id.aci3Pin);
        String pin = pinTxt.getText().toString();

        if (pin == null || pin.isEmpty()) {
            Toast.makeText(this, ""Please Enter a valid pin!"", Toast.LENGTH_SHORT).show();
        }",
goToNotes,startActivity,AccessControl3Activity.java,unknown,[['i']],High-level (Application),Unknown,Direct,"goToNotes(View view) {
        Intent i = new Intent(this, AccessControl3NotesActivity.class);
        startActivity(i);
    }",
onCreate,setContentView,LogActivity.java,unknown,[['activity_log']],Mid-level (Logic),Unknown,Direct,"onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);
        setContentView(R.layout.activity_log);
    }",
checkout,findViewById,LogActivity.java,unknown,[['ccText']],High-level (Application),Unknown,Direct,"checkout(View view) {
        EditText cctxt = (EditText) findViewById(R.id.ccText);
        try {
            // Assuming we do some HTTP requests credit card validation and processing
            //Everything seems fine and then we hit some unforseen error
            processCC(cctxt.getText().toString());
        }",
checkout,processCC,LogActivity.java,LogActivity.java,"[['MethodInvocation(arguments=[], member=getText, postfix_operators=[], prefix_operators=[], qualifier=cctxt, selectors=[MethodInvocation(arguments=[], member=toString, postfix_operators=None, prefix_operators=None, qualifier=None, selectors=None, type_arguments=None)], type_arguments=None)']]",High-level (Application),Low-level (Utility),Direct,"checkout(View view) {
        EditText cctxt = (EditText) findViewById(R.id.ccText);
        try {
            // Assuming we do some HTTP requests credit card validation and processing
            //Everything seems fine and then we hit some unforseen error
            processCC(cctxt.getText().toString());
        }","processCC(String ccstr) {
        // Do some important processing and throw if there is any error
        RuntimeException e = new RuntimeException();
        throw e;
    }"
checkout,cctxt.getText,LogActivity.java,unknown,[],High-level (Application),Unknown,Direct,"checkout(View view) {
        EditText cctxt = (EditText) findViewById(R.id.ccText);
        try {
            // Assuming we do some HTTP requests credit card validation and processing
            //Everything seems fine and then we hit some unforseen error
            processCC(cctxt.getText().toString());
        }",
checkout,toString,LogActivity.java,unknown,"[[], []]",High-level (Application),Unknown,Direct,"checkout(View view) {
        EditText cctxt = (EditText) findViewById(R.id.ccText);
        try {
            // Assuming we do some HTTP requests credit card validation and processing
            //Everything seems fine and then we hit some unforseen error
            processCC(cctxt.getText().toString());
        }",
checkout,Log.e,LogActivity.java,unknown,[],High-level (Application),Unknown,Direct,"checkout(View view) {
        EditText cctxt = (EditText) findViewById(R.id.ccText);
        try {
            // Assuming we do some HTTP requests credit card validation and processing
            //Everything seems fine and then we hit some unforseen error
            processCC(cctxt.getText().toString());
        }",
checkout,cctxt.getText,LogActivity.java,unknown,[],High-level (Application),Unknown,Direct,"checkout(View view) {
        EditText cctxt = (EditText) findViewById(R.id.ccText);
        try {
            // Assuming we do some HTTP requests credit card validation and processing
            //Everything seems fine and then we hit some unforseen error
            processCC(cctxt.getText().toString());
        }",
checkout,toString,LogActivity.java,unknown,"[[], []]",High-level (Application),Unknown,Direct,"checkout(View view) {
        EditText cctxt = (EditText) findViewById(R.id.ccText);
        try {
            // Assuming we do some HTTP requests credit card validation and processing
            //Everything seems fine and then we hit some unforseen error
            processCC(cctxt.getText().toString());
        }",
checkout,Toast.makeText,LogActivity.java,unknown,[],High-level (Application),Unknown,Direct,"checkout(View view) {
        EditText cctxt = (EditText) findViewById(R.id.ccText);
        try {
            // Assuming we do some HTTP requests credit card validation and processing
            //Everything seems fine and then we hit some unforseen error
            processCC(cctxt.getText().toString());
        }",
checkout,show,LogActivity.java,unknown,[[]],High-level (Application),Unknown,Direct,"checkout(View view) {
        EditText cctxt = (EditText) findViewById(R.id.ccText);
        try {
            // Assuming we do some HTTP requests credit card validation and processing
            //Everything seems fine and then we hit some unforseen error
            processCC(cctxt.getText().toString());
        }",
onCreate,setContentView,AccessControl1Activity.java,unknown,[['activity_access_control1']],Mid-level (Logic),Unknown,Direct,"onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);
        setContentView(R.layout.activity_access_control1);
    }",
viewAPICredentials,i.setAction,AccessControl1Activity.java,unknown,[],High-level (Application),Unknown,Direct,"viewAPICredentials(View view) {
        // Calling implicit intent i.e. with app defined action instead of activity class
        Intent i = new Intent();
        i.setAction(""jakhar.aseem.diva.action.VIEW_CREDS"");
        // Check whether the intent resolves to an activity or not
        if (i.resolveActivity(getPackageManager()) != null){
            startActivity(i);
        }",
viewAPICredentials,i.resolveActivity,AccessControl1Activity.java,unknown,[],High-level (Application),Unknown,Direct,"viewAPICredentials(View view) {
        // Calling implicit intent i.e. with app defined action instead of activity class
        Intent i = new Intent();
        i.setAction(""jakhar.aseem.diva.action.VIEW_CREDS"");
        // Check whether the intent resolves to an activity or not
        if (i.resolveActivity(getPackageManager()) != null){
            startActivity(i);
        }",
viewAPICredentials,getPackageManager,AccessControl1Activity.java,unknown,[[]],High-level (Application),Unknown,Direct,"viewAPICredentials(View view) {
        // Calling implicit intent i.e. with app defined action instead of activity class
        Intent i = new Intent();
        i.setAction(""jakhar.aseem.diva.action.VIEW_CREDS"");
        // Check whether the intent resolves to an activity or not
        if (i.resolveActivity(getPackageManager()) != null){
            startActivity(i);
        }",
viewAPICredentials,startActivity,AccessControl1Activity.java,unknown,[['i']],High-level (Application),Unknown,Direct,"viewAPICredentials(View view) {
        // Calling implicit intent i.e. with app defined action instead of activity class
        Intent i = new Intent();
        i.setAction(""jakhar.aseem.diva.action.VIEW_CREDS"");
        // Check whether the intent resolves to an activity or not
        if (i.resolveActivity(getPackageManager()) != null){
            startActivity(i);
        }",
viewAPICredentials,Toast.makeText,AccessControl1Activity.java,unknown,[],High-level (Application),Unknown,Direct,"viewAPICredentials(View view) {
        // Calling implicit intent i.e. with app defined action instead of activity class
        Intent i = new Intent();
        i.setAction(""jakhar.aseem.diva.action.VIEW_CREDS"");
        // Check whether the intent resolves to an activity or not
        if (i.resolveActivity(getPackageManager()) != null){
            startActivity(i);
        }",
viewAPICredentials,show,AccessControl1Activity.java,unknown,[[]],High-level (Application),Unknown,Direct,"viewAPICredentials(View view) {
        // Calling implicit intent i.e. with app defined action instead of activity class
        Intent i = new Intent();
        i.setAction(""jakhar.aseem.diva.action.VIEW_CREDS"");
        // Check whether the intent resolves to an activity or not
        if (i.resolveActivity(getPackageManager()) != null){
            startActivity(i);
        }",
viewAPICredentials,Log.e,AccessControl1Activity.java,unknown,[],High-level (Application),Unknown,Direct,"viewAPICredentials(View view) {
        // Calling implicit intent i.e. with app defined action instead of activity class
        Intent i = new Intent();
        i.setAction(""jakhar.aseem.diva.action.VIEW_CREDS"");
        // Check whether the intent resolves to an activity or not
        if (i.resolveActivity(getPackageManager()) != null){
            startActivity(i);
        }",
onCreate,getContext,NotesProvider.java,unknown,[[]],Mid-level (Logic),Unknown,Direct,"onCreate(SQLiteDatabase db) {
            db.execSQL(DROP_TBL_QRY);
            db.execSQL(CREATE_TBL_QRY);
            db.execSQL(""INSERT INTO "" + TABLE + ""("" + C_TITLE + "","" + C_NOTE + "") VALUES ('office', '10 Meetings. 5 Calls. Lunch with CEO');"");
            db.execSQL(""INSERT INTO "" + TABLE + ""("" + C_TITLE + "","" + C_NOTE + "") VALUES ('home', 'Buy toys for baby, Order dinner');"");
            db.execSQL(""INSERT INTO "" + TABLE + ""("" + C_TITLE + "","" + C_NOTE + "") VALUES ('holiday', 'Either Goa or Amsterdam');"");
            db.execSQL(""INSERT INTO "" + TABLE + ""("" + C_TITLE + "","" + C_NOTE + "") VALUES ('Expense', 'Spent too much on home theater');"");
            db.execSQL(""INSERT INTO "" + TABLE + ""("" + C_TITLE + "","" + C_NOTE + "") VALUES ('Exercise', 'Alternate days running');"");
            db.execSQL(""INSERT INTO "" + TABLE + ""("" + C_TITLE + "","" + C_NOTE + "") VALUES ('Weekend', 'b333333333333r');"");
        }",
onCreate,dbHelper.getWritableDatabase,NotesProvider.java,unknown,[],Mid-level (Logic),Unknown,Direct,"onCreate(SQLiteDatabase db) {
            db.execSQL(DROP_TBL_QRY);
            db.execSQL(CREATE_TBL_QRY);
            db.execSQL(""INSERT INTO "" + TABLE + ""("" + C_TITLE + "","" + C_NOTE + "") VALUES ('office', '10 Meetings. 5 Calls. Lunch with CEO');"");
            db.execSQL(""INSERT INTO "" + TABLE + ""("" + C_TITLE + "","" + C_NOTE + "") VALUES ('home', 'Buy toys for baby, Order dinner');"");
            db.execSQL(""INSERT INTO "" + TABLE + ""("" + C_TITLE + "","" + C_NOTE + "") VALUES ('holiday', 'Either Goa or Amsterdam');"");
            db.execSQL(""INSERT INTO "" + TABLE + ""("" + C_TITLE + "","" + C_NOTE + "") VALUES ('Expense', 'Spent too much on home theater');"");
            db.execSQL(""INSERT INTO "" + TABLE + ""("" + C_TITLE + "","" + C_NOTE + "") VALUES ('Exercise', 'Alternate days running');"");
            db.execSQL(""INSERT INTO "" + TABLE + ""("" + C_TITLE + "","" + C_NOTE + "") VALUES ('Weekend', 'b333333333333r');"");
        }",
onUpgrade,onCreate,NotesProvider.java,SQLInjectionActivity.java,[['db']],High-level (Application),Mid-level (Logic),Direct,"onUpgrade(SQLiteDatabase db, int oldVersion, int newVersion) {
            onCreate(db);
        }","onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);

        try {
            mDB = openOrCreateDatabase(""sqli"", MODE_PRIVATE, null);
            mDB.execSQL(""DROP TABLE IF EXISTS sqliuser;"");
            mDB.execSQL(""CREATE TABLE IF NOT EXISTS sqliuser(user VARCHAR, password VARCHAR, credit_card VARCHAR);"");
            mDB.execSQL(""INSERT INTO sqliuser VALUES ('admin', 'passwd123', '1234567812345678');"");
            mDB.execSQL(""INSERT INTO sqliuser VALUES ('diva', 'p@ssword', '1111222233334444');"");
            mDB.execSQL(""INSERT INTO sqliuser VALUES ('john', 'password123', '5555666677778888');"");

        }"
delete,urimatcher.match,NotesProvider.java,unknown,[],High-level (Application),Unknown,Direct,"delete(Uri uri, String selection, String[] selectionArgs) {
        int count = 0;
        switch (urimatcher.match(uri)) {
            case PATH_TABLE:
                // delete all records
                count = mDB.delete(TABLE, selection, selectionArgs);
                break;
            case PATH_ID:
                // delete a single record
                String id = uri.getLastPathSegment();
                count = mDB.delete( TABLE, C_ID +  "" = "" + id +
                (!TextUtils.isEmpty(selection) ? "" AND ("" +
                selection + ')' : """"), selectionArgs);
                break;
            default:
                throw new IllegalArgumentException(""Divanotes(delete): Unsupported URI "" + uri);
        }",
delete,mDB.delete,NotesProvider.java,unknown,[],High-level (Application),Unknown,Direct,"delete(Uri uri, String selection, String[] selectionArgs) {
        int count = 0;
        switch (urimatcher.match(uri)) {
            case PATH_TABLE:
                // delete all records
                count = mDB.delete(TABLE, selection, selectionArgs);
                break;
            case PATH_ID:
                // delete a single record
                String id = uri.getLastPathSegment();
                count = mDB.delete( TABLE, C_ID +  "" = "" + id +
                (!TextUtils.isEmpty(selection) ? "" AND ("" +
                selection + ')' : """"), selectionArgs);
                break;
            default:
                throw new IllegalArgumentException(""Divanotes(delete): Unsupported URI "" + uri);
        }",
delete,uri.getLastPathSegment,NotesProvider.java,unknown,[],High-level (Application),Unknown,Direct,"delete(Uri uri, String selection, String[] selectionArgs) {
        int count = 0;
        switch (urimatcher.match(uri)) {
            case PATH_TABLE:
                // delete all records
                count = mDB.delete(TABLE, selection, selectionArgs);
                break;
            case PATH_ID:
                // delete a single record
                String id = uri.getLastPathSegment();
                count = mDB.delete( TABLE, C_ID +  "" = "" + id +
                (!TextUtils.isEmpty(selection) ? "" AND ("" +
                selection + ')' : """"), selectionArgs);
                break;
            default:
                throw new IllegalArgumentException(""Divanotes(delete): Unsupported URI "" + uri);
        }",
delete,mDB.delete,NotesProvider.java,unknown,[],High-level (Application),Unknown,Direct,"delete(Uri uri, String selection, String[] selectionArgs) {
        int count = 0;
        switch (urimatcher.match(uri)) {
            case PATH_TABLE:
                // delete all records
                count = mDB.delete(TABLE, selection, selectionArgs);
                break;
            case PATH_ID:
                // delete a single record
                String id = uri.getLastPathSegment();
                count = mDB.delete( TABLE, C_ID +  "" = "" + id +
                (!TextUtils.isEmpty(selection) ? "" AND ("" +
                selection + ')' : """"), selectionArgs);
                break;
            default:
                throw new IllegalArgumentException(""Divanotes(delete): Unsupported URI "" + uri);
        }",
delete,TextUtils.isEmpty,NotesProvider.java,unknown,[],High-level (Application),Unknown,Direct,"delete(Uri uri, String selection, String[] selectionArgs) {
        int count = 0;
        switch (urimatcher.match(uri)) {
            case PATH_TABLE:
                // delete all records
                count = mDB.delete(TABLE, selection, selectionArgs);
                break;
            case PATH_ID:
                // delete a single record
                String id = uri.getLastPathSegment();
                count = mDB.delete( TABLE, C_ID +  "" = "" + id +
                (!TextUtils.isEmpty(selection) ? "" AND ("" +
                selection + ')' : """"), selectionArgs);
                break;
            default:
                throw new IllegalArgumentException(""Divanotes(delete): Unsupported URI "" + uri);
        }",
delete,getContext,NotesProvider.java,unknown,[[]],High-level (Application),Unknown,Direct,"delete(Uri uri, String selection, String[] selectionArgs) {
        int count = 0;
        switch (urimatcher.match(uri)) {
            case PATH_TABLE:
                // delete all records
                count = mDB.delete(TABLE, selection, selectionArgs);
                break;
            case PATH_ID:
                // delete a single record
                String id = uri.getLastPathSegment();
                count = mDB.delete( TABLE, C_ID +  "" = "" + id +
                (!TextUtils.isEmpty(selection) ? "" AND ("" +
                selection + ')' : """"), selectionArgs);
                break;
            default:
                throw new IllegalArgumentException(""Divanotes(delete): Unsupported URI "" + uri);
        }",
delete,getContentResolver,NotesProvider.java,unknown,[[]],High-level (Application),Unknown,Direct,"delete(Uri uri, String selection, String[] selectionArgs) {
        int count = 0;
        switch (urimatcher.match(uri)) {
            case PATH_TABLE:
                // delete all records
                count = mDB.delete(TABLE, selection, selectionArgs);
                break;
            case PATH_ID:
                // delete a single record
                String id = uri.getLastPathSegment();
                count = mDB.delete( TABLE, C_ID +  "" = "" + id +
                (!TextUtils.isEmpty(selection) ? "" AND ("" +
                selection + ')' : """"), selectionArgs);
                break;
            default:
                throw new IllegalArgumentException(""Divanotes(delete): Unsupported URI "" + uri);
        }",
delete,notifyChange,NotesProvider.java,unknown,"[['uri', 'null']]",High-level (Application),Unknown,Direct,"delete(Uri uri, String selection, String[] selectionArgs) {
        int count = 0;
        switch (urimatcher.match(uri)) {
            case PATH_TABLE:
                // delete all records
                count = mDB.delete(TABLE, selection, selectionArgs);
                break;
            case PATH_ID:
                // delete a single record
                String id = uri.getLastPathSegment();
                count = mDB.delete( TABLE, C_ID +  "" = "" + id +
                (!TextUtils.isEmpty(selection) ? "" AND ("" +
                selection + ')' : """"), selectionArgs);
                break;
            default:
                throw new IllegalArgumentException(""Divanotes(delete): Unsupported URI "" + uri);
        }",
getType,urimatcher.match,NotesProvider.java,unknown,[],High-level (Application),Unknown,Direct,"getType(Uri uri) {
        switch (urimatcher.match(uri)){
            // Get all notes
            case PATH_TABLE:
                return ""vnd.android.cursor.dir/vnd.jakhar.notes"";
            // Get a single note
            case PATH_ID:
                return ""vnd.android.cursor.item/vnd.jakhar.notes"";
            default:
                throw new IllegalArgumentException(""Divanotes: Unsupported URI: "" + uri);
        }",
insert,mDB.insert,NotesProvider.java,unknown,[],High-level (Application),Unknown,Direct,"insert(Uri uri, ContentValues values) {
        long row = mDB.insert(TABLE, """", values);
        if(row > 0) {
            // Record added
            Uri newUri = ContentUris.withAppendedId(CONTENT_URI, row);
            getContext().getContentResolver().notifyChange(newUri, null);
            return newUri;
        }",
insert,ContentUris.withAppendedId,NotesProvider.java,unknown,[],High-level (Application),Unknown,Direct,"insert(Uri uri, ContentValues values) {
        long row = mDB.insert(TABLE, """", values);
        if(row > 0) {
            // Record added
            Uri newUri = ContentUris.withAppendedId(CONTENT_URI, row);
            getContext().getContentResolver().notifyChange(newUri, null);
            return newUri;
        }",
insert,getContext,NotesProvider.java,unknown,[[]],High-level (Application),Unknown,Direct,"insert(Uri uri, ContentValues values) {
        long row = mDB.insert(TABLE, """", values);
        if(row > 0) {
            // Record added
            Uri newUri = ContentUris.withAppendedId(CONTENT_URI, row);
            getContext().getContentResolver().notifyChange(newUri, null);
            return newUri;
        }",
insert,getContentResolver,NotesProvider.java,unknown,[[]],High-level (Application),Unknown,Direct,"insert(Uri uri, ContentValues values) {
        long row = mDB.insert(TABLE, """", values);
        if(row > 0) {
            // Record added
            Uri newUri = ContentUris.withAppendedId(CONTENT_URI, row);
            getContext().getContentResolver().notifyChange(newUri, null);
            return newUri;
        }",
insert,notifyChange,NotesProvider.java,unknown,"[['newUri', 'null']]",High-level (Application),Unknown,Direct,"insert(Uri uri, ContentValues values) {
        long row = mDB.insert(TABLE, """", values);
        if(row > 0) {
            // Record added
            Uri newUri = ContentUris.withAppendedId(CONTENT_URI, row);
            getContext().getContentResolver().notifyChange(newUri, null);
            return newUri;
        }",
query,queryBuilder.setTables,NotesProvider.java,unknown,[],Mid-level (Logic),Unknown,Direct,"query(Uri uri, String[] projection, String selection,
                        String[] selectionArgs, String sortOrder) {

        SQLiteQueryBuilder queryBuilder = new SQLiteQueryBuilder();

        // The table to query
        queryBuilder.setTables(TABLE);
        switch (urimatcher.match(uri)) {
            // maps all database column names
            case PATH_TABLE:
                break;
            case PATH_ID:
                queryBuilder.appendWhere( C_ID + ""="" + uri.getLastPathSegment());
                break;
            default:
                throw new IllegalArgumentException(""Divanotes(query): Unknown URI "" + uri);
        }",
query,urimatcher.match,NotesProvider.java,unknown,[],Mid-level (Logic),Unknown,Direct,"query(Uri uri, String[] projection, String selection,
                        String[] selectionArgs, String sortOrder) {

        SQLiteQueryBuilder queryBuilder = new SQLiteQueryBuilder();

        // The table to query
        queryBuilder.setTables(TABLE);
        switch (urimatcher.match(uri)) {
            // maps all database column names
            case PATH_TABLE:
                break;
            case PATH_ID:
                queryBuilder.appendWhere( C_ID + ""="" + uri.getLastPathSegment());
                break;
            default:
                throw new IllegalArgumentException(""Divanotes(query): Unknown URI "" + uri);
        }",
query,queryBuilder.appendWhere,NotesProvider.java,unknown,[],Mid-level (Logic),Unknown,Direct,"query(Uri uri, String[] projection, String selection,
                        String[] selectionArgs, String sortOrder) {

        SQLiteQueryBuilder queryBuilder = new SQLiteQueryBuilder();

        // The table to query
        queryBuilder.setTables(TABLE);
        switch (urimatcher.match(uri)) {
            // maps all database column names
            case PATH_TABLE:
                break;
            case PATH_ID:
                queryBuilder.appendWhere( C_ID + ""="" + uri.getLastPathSegment());
                break;
            default:
                throw new IllegalArgumentException(""Divanotes(query): Unknown URI "" + uri);
        }",
query,uri.getLastPathSegment,NotesProvider.java,unknown,[],Mid-level (Logic),Unknown,Direct,"query(Uri uri, String[] projection, String selection,
                        String[] selectionArgs, String sortOrder) {

        SQLiteQueryBuilder queryBuilder = new SQLiteQueryBuilder();

        // The table to query
        queryBuilder.setTables(TABLE);
        switch (urimatcher.match(uri)) {
            // maps all database column names
            case PATH_TABLE:
                break;
            case PATH_ID:
                queryBuilder.appendWhere( C_ID + ""="" + uri.getLastPathSegment());
                break;
            default:
                throw new IllegalArgumentException(""Divanotes(query): Unknown URI "" + uri);
        }",
query,queryBuilder.query,NotesProvider.java,unknown,[],Mid-level (Logic),Unknown,Direct,"query(Uri uri, String[] projection, String selection,
                        String[] selectionArgs, String sortOrder) {

        SQLiteQueryBuilder queryBuilder = new SQLiteQueryBuilder();

        // The table to query
        queryBuilder.setTables(TABLE);
        switch (urimatcher.match(uri)) {
            // maps all database column names
            case PATH_TABLE:
                break;
            case PATH_ID:
                queryBuilder.appendWhere( C_ID + ""="" + uri.getLastPathSegment());
                break;
            default:
                throw new IllegalArgumentException(""Divanotes(query): Unknown URI "" + uri);
        }",
query,cursor.setNotificationUri,NotesProvider.java,unknown,[],Mid-level (Logic),Unknown,Direct,"query(Uri uri, String[] projection, String selection,
                        String[] selectionArgs, String sortOrder) {

        SQLiteQueryBuilder queryBuilder = new SQLiteQueryBuilder();

        // The table to query
        queryBuilder.setTables(TABLE);
        switch (urimatcher.match(uri)) {
            // maps all database column names
            case PATH_TABLE:
                break;
            case PATH_ID:
                queryBuilder.appendWhere( C_ID + ""="" + uri.getLastPathSegment());
                break;
            default:
                throw new IllegalArgumentException(""Divanotes(query): Unknown URI "" + uri);
        }",
query,getContext,NotesProvider.java,unknown,[[]],Mid-level (Logic),Unknown,Direct,"query(Uri uri, String[] projection, String selection,
                        String[] selectionArgs, String sortOrder) {

        SQLiteQueryBuilder queryBuilder = new SQLiteQueryBuilder();

        // The table to query
        queryBuilder.setTables(TABLE);
        switch (urimatcher.match(uri)) {
            // maps all database column names
            case PATH_TABLE:
                break;
            case PATH_ID:
                queryBuilder.appendWhere( C_ID + ""="" + uri.getLastPathSegment());
                break;
            default:
                throw new IllegalArgumentException(""Divanotes(query): Unknown URI "" + uri);
        }",
query,getContentResolver,NotesProvider.java,unknown,[[]],Mid-level (Logic),Unknown,Direct,"query(Uri uri, String[] projection, String selection,
                        String[] selectionArgs, String sortOrder) {

        SQLiteQueryBuilder queryBuilder = new SQLiteQueryBuilder();

        // The table to query
        queryBuilder.setTables(TABLE);
        switch (urimatcher.match(uri)) {
            // maps all database column names
            case PATH_TABLE:
                break;
            case PATH_ID:
                queryBuilder.appendWhere( C_ID + ""="" + uri.getLastPathSegment());
                break;
            default:
                throw new IllegalArgumentException(""Divanotes(query): Unknown URI "" + uri);
        }",
update,urimatcher.match,NotesProvider.java,unknown,[],High-level (Application),Unknown,Direct,"update(Uri uri, ContentValues values, String selection,
                      String[] selectionArgs) {
        int count = 0;

        switch (urimatcher.match(uri)) {
            case PATH_TABLE:
                count = mDB.update(TABLE, values, selection, selectionArgs);
                break;
            case PATH_ID:
                count = mDB.update(TABLE, values, C_ID +
                        "" = "" + uri.getLastPathSegment() +
                (!TextUtils.isEmpty(selection) ? "" AND ("" +
                selection + ')' : """"), selectionArgs);
                break;
            default:
                throw new IllegalArgumentException(""Divanotes(update): Unsupported URI "" + uri );
        }",
update,mDB.update,NotesProvider.java,unknown,[],High-level (Application),Unknown,Direct,"update(Uri uri, ContentValues values, String selection,
                      String[] selectionArgs) {
        int count = 0;

        switch (urimatcher.match(uri)) {
            case PATH_TABLE:
                count = mDB.update(TABLE, values, selection, selectionArgs);
                break;
            case PATH_ID:
                count = mDB.update(TABLE, values, C_ID +
                        "" = "" + uri.getLastPathSegment() +
                (!TextUtils.isEmpty(selection) ? "" AND ("" +
                selection + ')' : """"), selectionArgs);
                break;
            default:
                throw new IllegalArgumentException(""Divanotes(update): Unsupported URI "" + uri );
        }",
update,mDB.update,NotesProvider.java,unknown,[],High-level (Application),Unknown,Direct,"update(Uri uri, ContentValues values, String selection,
                      String[] selectionArgs) {
        int count = 0;

        switch (urimatcher.match(uri)) {
            case PATH_TABLE:
                count = mDB.update(TABLE, values, selection, selectionArgs);
                break;
            case PATH_ID:
                count = mDB.update(TABLE, values, C_ID +
                        "" = "" + uri.getLastPathSegment() +
                (!TextUtils.isEmpty(selection) ? "" AND ("" +
                selection + ')' : """"), selectionArgs);
                break;
            default:
                throw new IllegalArgumentException(""Divanotes(update): Unsupported URI "" + uri );
        }",
update,uri.getLastPathSegment,NotesProvider.java,unknown,[],High-level (Application),Unknown,Direct,"update(Uri uri, ContentValues values, String selection,
                      String[] selectionArgs) {
        int count = 0;

        switch (urimatcher.match(uri)) {
            case PATH_TABLE:
                count = mDB.update(TABLE, values, selection, selectionArgs);
                break;
            case PATH_ID:
                count = mDB.update(TABLE, values, C_ID +
                        "" = "" + uri.getLastPathSegment() +
                (!TextUtils.isEmpty(selection) ? "" AND ("" +
                selection + ')' : """"), selectionArgs);
                break;
            default:
                throw new IllegalArgumentException(""Divanotes(update): Unsupported URI "" + uri );
        }",
update,TextUtils.isEmpty,NotesProvider.java,unknown,[],High-level (Application),Unknown,Direct,"update(Uri uri, ContentValues values, String selection,
                      String[] selectionArgs) {
        int count = 0;

        switch (urimatcher.match(uri)) {
            case PATH_TABLE:
                count = mDB.update(TABLE, values, selection, selectionArgs);
                break;
            case PATH_ID:
                count = mDB.update(TABLE, values, C_ID +
                        "" = "" + uri.getLastPathSegment() +
                (!TextUtils.isEmpty(selection) ? "" AND ("" +
                selection + ')' : """"), selectionArgs);
                break;
            default:
                throw new IllegalArgumentException(""Divanotes(update): Unsupported URI "" + uri );
        }",
update,getContext,NotesProvider.java,unknown,[[]],High-level (Application),Unknown,Direct,"update(Uri uri, ContentValues values, String selection,
                      String[] selectionArgs) {
        int count = 0;

        switch (urimatcher.match(uri)) {
            case PATH_TABLE:
                count = mDB.update(TABLE, values, selection, selectionArgs);
                break;
            case PATH_ID:
                count = mDB.update(TABLE, values, C_ID +
                        "" = "" + uri.getLastPathSegment() +
                (!TextUtils.isEmpty(selection) ? "" AND ("" +
                selection + ')' : """"), selectionArgs);
                break;
            default:
                throw new IllegalArgumentException(""Divanotes(update): Unsupported URI "" + uri );
        }",
update,getContentResolver,NotesProvider.java,unknown,[[]],High-level (Application),Unknown,Direct,"update(Uri uri, ContentValues values, String selection,
                      String[] selectionArgs) {
        int count = 0;

        switch (urimatcher.match(uri)) {
            case PATH_TABLE:
                count = mDB.update(TABLE, values, selection, selectionArgs);
                break;
            case PATH_ID:
                count = mDB.update(TABLE, values, C_ID +
                        "" = "" + uri.getLastPathSegment() +
                (!TextUtils.isEmpty(selection) ? "" AND ("" +
                selection + ')' : """"), selectionArgs);
                break;
            default:
                throw new IllegalArgumentException(""Divanotes(update): Unsupported URI "" + uri );
        }",
update,notifyChange,NotesProvider.java,unknown,"[['uri', 'null']]",High-level (Application),Unknown,Direct,"update(Uri uri, ContentValues values, String selection,
                      String[] selectionArgs) {
        int count = 0;

        switch (urimatcher.match(uri)) {
            case PATH_TABLE:
                count = mDB.update(TABLE, values, selection, selectionArgs);
                break;
            case PATH_ID:
                count = mDB.update(TABLE, values, C_ID +
                        "" = "" + uri.getLastPathSegment() +
                (!TextUtils.isEmpty(selection) ? "" AND ("" +
                selection + ')' : """"), selectionArgs);
                break;
            default:
                throw new IllegalArgumentException(""Divanotes(update): Unsupported URI "" + uri );
        }",
